name,address,cuisine,latitude,longitude
Vik's Chaat,"2390 4th St., Berkeley, 94710, USA",$ · Indian,37.861383,-122.298425
Sons & Daughters,"708 Bush St., San Francisco, 94108, USA",$$$$ · Contemporary,37.790184,-122.409094
Atelier Crenn,"3127 Fillmore St., San Francisco, 94123, USA","$$$$ · Contemporary, French",37.798321,-122.43594
Frances,"3870 17th St., San Francisco, 94114, USA","$$ · Californian, American Contemporary",37.762818,-122.432236
The Progress,"1525 Fillmore St., San Francisco, 94115, USA",$$$ · Californian,37.783661,-122.433078
Café Jacqueline,"1454 Grant Ave., San Francisco, 94133, USA",$$$$ · French,37.800461,-122.407363
Wood Tavern,"6317 College Ave., Oakland, 94618, USA",$$ · American,37.850638,-122.252643
Saison,"178 Townsend St., San Francisco, 94107, USA","$$$$ · Californian, Contemporary",37.779622,-122.39237
Yank Sing,"101 Spear St., San Francisco, 94105, USA","$$ · Chinese, Dim Sum",37.792336,-122.393036
Pearl 6101,"6101 California St., San Francisco, 94121, USA","$$ · Mediterranean Cuisine, Californian",37.78376,-122.483031
Californios,"355 11th St., San Francisco, 94103, USA","$$$$ · Mexican, Contemporary",37.771469,-122.412871
Lazy Bear,"3416 19th St., San Francisco, 94110, USA","$$$$ · Contemporary, Modern Cuisine",37.760382,-122.419697
Cotogna,"490 Pacific Ave., San Francisco, 94133, USA",$$$ · Italian,37.797441,-122.403431
Octavia,"1701 Octavia St., San Francisco, 94109, USA",$$$ · Californian,37.787972,-122.427111
Spruce,"3640 Sacramento St., San Francisco, 94118, USA","$$$$ · Californian, Contemporary",37.787683,-122.452757
Sushi Ran,"107 Caledonia St., Sausalito, 94965, USA","$$ · Japanese, Sushi",37.858721,-122.485831
Kusakabe,"584 Washington St., San Francisco, 94111, USA","$$$$ · Japanese, Sushi",37.7957,-122.402902
Gary Danko,"800 North Point St., San Francisco, 94109, USA",$$$$ · Contemporary,37.805849,-122.420589
Nightbird,"330 Gough St., San Francisco, 94102, USA","$$$$ · Californian, Contemporary",37.77666,-122.422669
Oma San Francisco Station,"1737 Post St., #337, San Francisco, 94115, USA","$$$ · Japanese, Sushi",,
The French Laundry,"6640 Washington St., Yountville, 94599, USA","$$$$ · Contemporary, French",38.404441,-122.36478
Playa,"41 Throckmorton Ave., Mill Valley, 94941, USA","$$ · Mexican, Tex-Mex",37.906458,-122.547045
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
Ella,"1131 K St., Sacramento, 95814, USA","$$$ · Contemporary, American",38.578882,-121.491415
Farmstead,"738 Main St., Saint Helena, 94574, USA",$$$ · Californian,38.5009,-122.46325
Harbor House,"5600 CA-1, Elk, 95432, USA","$$$$ · Californian, Creative",39.135696,-123.719487
Bacon & Butter,"5913 Broadway, Sacramento, 95820, USA",$ · American,38.547032,-121.43599
Friends Only,"1501 California St., San Francisco, 94109, USA","$$$$ · Sushi, Contemporary",37.790456,-122.419241
Cafe Reyes,"11101 Hwy. 1, Point Reyes Station, 94956, USA",$$ · Pizza,38.067034,-122.804703
Terrapin Creek,"1580 Eastshore Rd., Bodega Bay, 94923, USA",$$$ · Californian,38.33899,-123.048162
4 Saints,"100 W. Tahquitz Canyon Way, Palm Springs, 92262, USA",$$ · American,33.823529,-116.547655
La Toque,"1314 McKinstry St., Napa, 94559, USA",$$$$ · Contemporary,38.303927,-122.283512
Diavola,"21021 Geyserville Ave., Geyserville, 95441, USA","$$ · Italian, Pizza",38.706295,-122.904202
Villa's Tacos,"5455 N. Figueroa St., Los Angeles, 90042, USA",$ · Mexican,34.10869,-118.196982
Quarter Sheets,"1305 Portia St., Los Angeles, 90026, USA",$$ · Pizza,34.075809,-118.254338
Pollo a la Brasa,"764 S. Western Ave., Los Angeles, 90005, USA",$ · Peruvian,34.057841,-118.30877
Ciccio,"6770 Washington St., Yountville, 94599, USA","$$ · Italian, Pizza",38.40659,-122.366763
El Molino Central,"11 Central Ave., Sonoma, 95476, USA",$$ · Mexican,38.315081,-122.481985
HK Lounge Bistro,"1136 Folsom St., San Francisco, 94103, USA","$$ · Chinese, Dim Sum",37.776266,-122.408993
Eat Joy Food,"18888 Labin Ct., Rowland Heights, 91748, USA",$$ · Taiwanese,33.99222,-117.891169
Henry's Cuisine,"301 E. Valley Blvd., Alhambra, 91801, USA","$$$ · Chinese, Cantonese",34.079045,-118.11953
Juliet,"8888 Washington Blvd., Culver City, 90232, USA","$$$$ · French, Contemporary",34.026488,-118.38888
Ethel's Fancy,"550 Waverley St., Palo Alto, 94301, USA",$$$ · Californian,37.446445,-122.159912
Movida,"555 2nd St., San Francisco, 94107, USA","$$ · Mexican, Persian",37.78254,-122.392586
Troubadour,"381 Healdsburg Ave., Healdsburg, 95448, USA","$$$$ · French, Californian",38.61151,-122.871178
Mélisse,"1104 Wilshire Blvd., Santa Monica, 90401, USA",$$$$ · Modern French,34.024382,-118.491322
Localis,"2031 S. St., Sacramento, 95811, USA","$$$$ · Californian, Contemporary",38.566622,-121.483025
Workshop Kitchen & Bar,"800 N. Palm Canyon Dr., Ste. G, Palm Springs, 92262, USA",$$$ · Californian,33.834182,-116.546495
Paradisaea,"5680 La Jolla Blvd., San Diego, 92037, USA","$$$$ · Californian, Contemporary",32.815386,-117.270782
Sushi Sonagi,"1425 W. Artesia Blvd., Unit 27, Gardena, 90248, USA","$$$$ · Japanese, Sushi",33.873613,-118.300818
Canon,"1719 34th St., Sacramento, 95816, USA",$$ · Contemporary,38.56437,-121.4648
Kenzo,"1339 Pearl St., Napa, 94559, USA",$$$$ · Japanese,38.29894,-122.289527
Auberge du Soleil,"180 Rutherford Hill Rd., Rutherford, 94573, USA",$$$$ · Californian,38.458753,-122.421777
Mustards Grill,"7399 St. Helena Hwy., Napa, 94558, USA",$$$ · American,38.418967,-122.388162
Kiln,"149 Fell St., San Francisco, 94102, USA",$$$$ · Contemporary,37.775998,-122.420377
Liu's Cafe,"3915 1/2 W. 6th St., Los Angeles, 90020, USA","$ · Chinese, Taiwanese",34.063494,-118.311837
Noodle in a Haystack,"4601 Geary Blvd., San Francisco, 94118, USA","$$$$ · Japanese, Californian",37.78057,-122.468724
Petiscos,"399 S. 1st St., San Jose, 95113, USA","$$ · Portuguese, Regional Cuisine",37.33004,-121.886281
Parche,"2295 Broadway, Oakland, 94612, USA","$$$ · Colombian, Contemporary",37.81194,-122.266579
Leona’s Sushi House,"11814 Ventura Blvd., Studio City, 91604, USA","$$$ · Japanese, Peruvian",34.142043,-118.389801
Funke,"9388 S. Santa Monica Blvd., Beverly Hills, 90210, USA",$$$$ · Italian,34.07169,-118.401544
Meteora,"6703 Melrose Ave., Los Angeles, 90038, USA","$$$$ · Creative, Contemporary",34.083633,-118.339869
Chez Noir,"5th Ave. btw. Dolores and San Carlos Sts., Carmel-by-the-Sea, 93921, USA","$$$$ · Contemporary, Seafood",36.539486,-121.905876
Anomaly SF,"2600 Sutter St., San Francisco, 94115, USA","$$$$ · Contemporary, Creative",37.784911,-122.443349
San Laurel,"100 S. Grand Ave., Los Angeles, 90012, USA","$$$$ · Spanish, Contemporary",34.055274,-118.248802
Bansang,"1560 Fillmore St., San Francisco, 94115, USA","$$ · Korean, Contemporary",37.784087,-122.432663
Ken,"252 Divisadero St., San Francisco, 94117, USA","$$$$ · Sushi, Japanese",37.771463,-122.436994
Saffy's,"4845 Fountain Ave., Los Angeles, 90029, USA",$$$ · Middle Eastern,34.095626,-118.295355
Les Petites Canailles,"1215 Spring St., Paso Robles, 93446, USA",$$$$ · French,35.627006,-120.691717
Sorella,"1760 Polk St., San Francisco, 94109, USA","$$$ · Italian, Californian",37.793122,-122.420983
kodō,"710 S. Santa Fe Ave., Los Angeles, 90021, USA","$$$$ · Izakaya, Sushi",34.034118,-118.229755
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
Pizzeria Bianco,"1320 E. 7th St., Los Angeles, 90021, USA","$$ · Pizza, Italian-American",34.03599,-118.24043
R|O-Rebel Omakase,"361 Forest Ave., Ste. 103, Laguna Beach, 92651, USA","$$$$ · Japanese, Sushi",33.543183,-117.78193
Gusto Handcrafted Pasta & Pizza,"1901 Fremont Blvd., Seaside, 93955, USA",$$ · Italian-American,36.617133,-121.842196
peasants FEAST,"487 Atterdag Rd., Solvang, 93463, USA",$$ · American,34.59561,-120.14223
Itria,"3266 24th St., San Francisco, 94110, USA","$$ · Italian, Contemporary",37.75249,-122.41781
Boozehounds,"2080 N. Palm Canyon Dr., Palm Springs, 92262, USA",$$ · International,33.84821,-116.547345
Jo's Modern Thai,"3725 MacArthur Blvd., Oakland, 94619, USA","$$ · Thai, Californian",37.791693,-122.199123
Flavors from Afar,"5652 Hollywood Blvd., Los Angeles, 90028, USA",$$ · International,34.101574,-118.313243
Chiang Rai,"3832 E. Anaheim St., Long Beach, 90804, USA",$$ · Thai,33.782412,-118.147402
Lulu,"10899 Wilshire Blvd., Los Angeles, 90024, USA",$$ · Californian,34.059436,-118.443704
Mabel’s Gone Fishing,"3770 30th St., San Diego, 92104, USA","$$ · Seafood, Californian",32.74679,-117.130172
Baroo,"905 E. 2nd St., #109, Los Angeles, 90012, USA",$$$$ · Korean Contemporary,,
Koi Japanese Cuisine,"600 Pacific Coast Hwy., Unit 100, Seal Beach, 90740, USA","$$$ · Japanese, Contemporary",33.746275,-118.105574
matū,"239 S. Beverly Dr., Ste. 100, Beverly Hills, 90212, USA","$$$$ · Steakhouse, Californian",34.06362,-118.399394
Fia Steak,"2458 Wilshire Blvd., Santa Monica, 90403, USA",$$$$ · Steakhouse,34.034951,-118.478246
Copra,"1700 Fillmore St., San Francisco, 94115, USA","$$$ · Indian, Contemporary",37.785369,-122.432814
Sushi Yuen,"18558 Gale Ave., Unit 100-102, City of Industry, 91748, USA","$$$$ · Sushi, Japanese",33.994893,-117.899865
Luyu Dumplings,"17980 Castleton St., City of Industry, 91748, USA","$ · Chinese, Dumplings",33.992118,-117.912534
Phởholic,"14932 Bushard St., Westminster, 92683, USA","$ · Vietnamese, Regional Cuisine",33.745676,-117.963291
Kajiken,"112 S. B St., San Mateo, 94401, USA","$ · Noodles, Asian",37.566719,-122.324018
Valle,"222 N. Pacific St., Oceanside, 92056, USA","$$$$ · Mexican, Contemporary",33.194573,-117.383328
Hilda and Jesse,"701 Union St., San Francisco, 94133, USA","$$$ · American, Contemporary",37.800052,-122.411
Poppy & Seed,"350 S. Anaheim Blvd., Anaheim, 92805, USA","$$$ · Southern, American",33.832432,-117.912461
715,"738 E. 3rd St., Los Angeles, 90013, USA","$$$$ · Japanese, Sushi",34.045559,-118.23673
Bar Sawa,"111 S. San Pedro St., Los Angeles, 90012, USA","$$$$ · Japanese, Sushi",34.050225,-118.241285
Good Good Culture Club,"3560 18th St., San Francisco, 94110, USA","$$ · South East Asian, Californian",37.761785,-122.422938
Bar Cecil,"1555 S. Palm Canyon Dr., Ste. H-104, Palm Springs, 92264, USA",$$$ · American,33.804108,-116.546821
Yuji,"1700 Post St., Unit K, San Francisco, 94115, USA",$$$$ · Japanese,37.785698,-122.430087
Nate's on Marsh,"450 Marsh St., San Luis Obispo, 93401, USA","$$$ · American, Italian",35.276161,-120.667487
Donaji,"3161 24th St., San Francisco, 94110, USA","$$ · Mexican, Regional Cuisine",37.752192,-122.415467
Cobi's,"2104 Main St., Santa Monica, 90405, USA",$$ · Asian,34.006155,-118.488175
Abacá,"2700 Jones St., San Francisco, 94133, USA","$$ · Filipino, Californian",37.806946,-122.417099
Sato Omakase,"1122 Post St., San Francisco, 94109, USA",$$$$ · Sushi,37.786858,-122.420243
Cento Pasta Bar,"4921 W. Adams Blvd., Los Angeles, 90016, USA",$$$ · Italian,34.032796,-118.347732
Nisei,"2316 Polk St., San Francisco, 94109, USA","$$$$ · Japanese, Contemporary",37.79814,-122.42197
Breakwater Barbecue,"10151 Cabrillo Hwy., El Granada, 94018, USA","$$ · Barbecue, American",37.50567,-122.48116
Heritage,"2030 E. 7th St., Long Beach, 90804, USA","$$$$ · Californian, Contemporary",33.775131,-118.166812
Coast Range,"1635 Mission Dr., Solvang, 93463, USA","$$$$ · Steakhouse, American",34.596149,-120.14039
Mad Dogs & Englishmen,"4914 S. MacDill Ave., Tampa, 33611, USA",$$$ · Gastropub,27.89278,-82.49363
Big Ray's Fish Camp,"6116 Interbay Blvd., Tampa, 33611, USA",$$ · Seafood,27.87929,-82.495214
Stage Kitchen & Bar,"2000 PGA Blvd., Ste. 5502, West Palm Beach, 33408, USA",$$$ · International,26.843656,-80.063729
Moody Tongue Sushi,"600 Okeechobee Blvd., West Palm Beach, 33401, USA",$$$$ · Sushi,26.70523,-80.05758
Larb Thai-Isan,"6234 N. Federal Hwy., Fort Lauderdale, 33308, USA",$$ · Thai,26.204127,-80.108571
Kai Kai,"1110 E. Colonial Dr., Orlando, 32803, USA","$$ · Chinese, Cantonese",28.552882,-81.365166
Il Ritorno,"449 Central Ave. N., #101, St. Petersburg, 33701, USA","$$$$ · Italian, Contemporary",,
The Butcher's Club,"400 Ave. of the Champions, Palm Beach Gardens, 33418, USA",$$$$ · Steakhouse,26.829109,-80.140387
Nicholson Muir Distinguished Meats,"480 E. Ocean Ave., Boynton Beach, 33435, USA",$$$$ · Steakhouse,26.526867,-80.059553
aioli,"7434 S. Dixie Hwy., West Palm Beach, 33405, USA",$$ · American,26.65003,-80.056055
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
L'Atelier de Joël Robuchon Miami,"151 N.E. 41st St., Miami, 33137, USA","$$$$ · French, Contemporary",25.814198,-80.19235
Kabooki Sushi,"3122 E. Colonial Dr., Orlando, 32803, USA","$$$ · Japanese, Sushi",28.55293,-81.34391
Kadence,"1809 Winter Park Rd., Orlando, 32803, USA","$$$$ · Japanese, Sushi",28.568447,-81.345929
Swine & Sons,"201 N. Bumby Ave., Orlando, 32803, USA","$ · American, Southern",28.545308,-81.351563
Mandolin Aegean Bistro,"4312 N.E. 2nd Ave., Miami, 33137, USA","$$ · Mediterranean Cuisine, Turkish",25.816041,-80.191494
The Den at Azabu Miami Beach,"161 Ocean Dr., Miami Beach, 33139, USA","$$$$ · Japanese, Sushi",25.770447,-80.132327
Chef's Counter at MAASS,"525 N. Fort Lauderdale Beach Blvd., Fort Lauderdale, 33304, USA","$$$$ · Contemporary, American",26.130162,-80.104129
Elcielo Miami,"31 S.E. 5th St., Miami, 33131, USA","$$$$ · Colombian, Latin American",25.769556,-80.191966
Smokemade Meats + Eats,"1400 S. Crystal Lake Dr., Orlando, 32806, USA",$$ · Barbecue,28.525522,-81.343704
Psomi,"701 N. Howard Ave., Tampa, 33606, USA",$$ · Greek,27.95011,-82.482752
Grand Central,"7919 Biscayne Blvd., Miami, 33138, USA",$$$ · Contemporary,25.848269,-80.184462
Chuan Fu,"1035 N. Orlando Ave., Ste. 105, Winter Park, 32789, USA","$$ · Chinese, Sichuan",28.606912,-81.365586
Flaming Mountain,"13520 University Plaza St., Tampa, 33613, USA","$$ · Chinese, Regional Cuisine",28.070528,-82.429747
Lilac,"500 Channelside Dr., Tampa, 33602, USA","$$$$ · Contemporary, Mediterranean Cuisine",27.943695,-82.450796
Brasserie Laurel,"698 N.E. 1st Ave., Miami, 33132, USA",$$$$ · French,25.780873,-80.192743
Bachour,"2020 Salzedo St., Ste. 103, Miami, 33134, USA","$$ · Contemporary, Bakery",25.753793,-80.261118
AVA MediterrAegean,"290 S. Park Ave., Winter Park, 32789, USA",$$$$ · Greek,28.596114,-81.350771
Walrus Rodeo,"5143 N.E. 2nd Ave., Miami, 33137, USA","$$$ · American, Italian",25.823508,-80.191542
Tambourine Room by Tristan Brandt,"6801 Collins Ave., Miami Beach, 33141, USA","$$$$ · Contemporary, Asian",25.852978,-80.119913
Maxine's on Shine,"337 N. Shine Ave., Orlando, 32803, USA",$$ · American,28.547229,-81.362188
Rocca,"323 W. Palm Ave., Tampa, 33602, USA","$$ · Italian, Contemporary",27.962546,-82.464886
Shingo,"112 Alhambra Cir., Coral Gables, 33134, USA","$$$$ · Japanese, Sushi",25.753036,-80.256622
Josh's Deli,"9517 Harding Ave., Surfside, 33154, USA",$ · Deli,25.885562,-80.123538
Kaya,"618 N. Thornton Ave., Orlando, 32803, USA",$$$$ · Filipino,28.552072,-81.36574
Toledo,"1001 W. Buena Vista Dr., Orlando, 32830, USA",$$$ · Spanish,28.363427,-81.571619
Isan Zaap,"4693 Gardens Park Blvd., Ste 113, Orlando, 32839, USA",$$ · Thai,28.494618,-81.423678
Steelbach,"1902 N. Ola Ave., Tampa, 33602, USA","$$$ · Southern, Steakhouse",27.960832,-82.463758
Bern’s Steak House,"1208 S. Howard Ave., Tampa, 33606, USA",$$$$ · Steakhouse,27.931499,-82.482911
Niu Kitchen,"104 N.E. 2nd Ave., Miami, 33132, USA",$$$ · Spanish,25.775518,-80.19046
YH Seafood Clubhouse,"8081 Turkey Lake Rd., Orlando, 32819, USA","$$ · Chinese, Cantonese",28.447272,-81.475652
Élevage SoHo Kitchen & Bar,"1207 S. Howard Ave., Tampa, 33606, USA",$$ · International,27.930798,-82.483679
"Four Flamingos, A Richard Blais Florida Kitchen","1 Grand Cypress Blvd., Orlando, 32836, USA",$$$ · Contemporary,28.382185,-81.509972
Lung Yai Thai Tapas,"1731 S.W. 8th St., Miami, 33135, USA",$$ · Thai,25.7658,-80.223285
Boia De,"5205 N.E. 2nd Ave., Miami, 33137, USA","$$$ · Contemporary, Italian",25.824096,-80.191394
Morimoto Asia,"1600 E. Buena Vista Dr., Orlando, 32830, USA",$$$ · Asian,28.37075,-81.52314
Haven,"2208 W. Morrison Ave., Tampa, 33606, USA",$$$ · Contemporary,27.933413,-82.482708
Restaurant BT,"2507 S. MacDill Ave., Tampa, 33629, USA","$$$ · Vietnamese, French",27.92266,-82.493843
Macchialina,"820 Alton Rd., Miami Beach, 33139, USA",$$$ · Italian,25.778671,-80.141189
Selam,"5494 Central Florida Pkwy., Orlando, 32821, USA",$$ · Ethiopian,28.4068,-81.450237
Lucali,"1930 Bay Rd., Miami Beach, 33139, USA",$$ · Pizza,25.795205,-80.143986
Ghee Indian Kitchen,"8965 S.W. 72nd Pl., Miami, 33156, USA",$$ · Indian,25.687133,-80.312763
Capa,"10100 Dream Tree Blvd., Lake Buena Vista, 32836, USA","$$$$ · Steakhouse, Spanish",28.402047,-81.545661
Los Fuegos by Francis Mallmann,"3201 Collins Ave., Miami Beach, 33140, USA","$$$$ · Argentinian, Steakhouse",25.807344,-80.123391
Timpano,"1610 W. Swann Ave., Tampa, 33606, USA",$$ · Italian-American,27.937074,-82.476225
Primo,"4040 Central Florida Pkwy., Orlando, 32837, USA",$$$ · Italian,28.40199,-81.430028
Mignonette,"210 N.E. 18th St., Miami, 33132, USA",$$$ · Seafood,25.793322,-80.19047
Taquiza,"7450 Ocean Terrace, Miami Beach, 33141, USA",$ · Mexican,25.860579,-80.120168
Hometown Barbecue Miami,"1200 N.W. 22nd St., #100, Miami, 33142, USA",$$ · Barbecue,,
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
The Pinery,"295 N.E. Ivanhoe Blvd., Orlando, 32804, USA",$$$ · American,28.56583,-81.373631
The Tides Market,"305 Main St., Safety Harbor, 34695, USA",$$$ · Seafood,27.990914,-82.690297
Cousin Vinny's Sandwich Co.,"1331 W. Cass St., Tampa, 33606, USA",$ · Italian-American,27.94999,-82.474197
Walala Hand-Pulled Noodle House,"5062 W. Colonial Dr., #120, Orlando, 32808, USA",$$ · Chinese,,
Gyukatsu Rose,"3201 Corrine Dr., Fl. 1, Orlando, 32803, USA",$$ · Japanese,28.568318,-81.343751
Fisk,"1202 N. Franklin St., Tampa, 33602, USA","$$$ · Scandinavian, Seafood",27.953604,-82.460436
Sushi Sho Rexley,"214 2nd St. N., St. Petersburg, 33701, USA",$$$$ · Sushi,27.773991,-82.635775
"Daniel's, A Florida Steakhouse","620 S. Federal Hwy., Fort Lauderdale, 33301, USA",$$$$ · Steakhouse,26.113889,-80.13678
Recoveco,"6000 S.W. 74th St., Ste. 1, Miami, 33143, USA",$$$$ · Contemporary,25.702125,-80.29128
Bánh Mì Boy,"1110 E. Colonial Dr., Orlando, 32803, USA",$$ · Vietnamese,28.552882,-81.365166
Coolinary and the Parched Pig,"4580 Donald Ross Rd., #105, Palm Beach Gardens, 33418, USA",$$$ · Contemporary,,
Cotoa,"12475 N.E. 6th Ct., Miami, 33161, USA",$$ · Latin American,25.890061,-80.185321
Ômo by Jônt,"115 E. Lyman Ave., Winter Park, 32789, USA",$$$$ · Contemporary,28.595133,-81.350508
Sushi Saint,"400 Pittman St., Ste. A, Orlando, 32801, USA",$$ · Japanese,28.546455,-81.383598
Supernatural Food & Wine,"305 E. Polk St., Tampa, 33602, USA",$ · American,27.950654,-82.458804
Streetlight Taco,"4004 Henderson Blvd., Tampa, 33629, USA",$$ · Mexican,27.929731,-82.510192
Nami,"6004 Artist Ave., Orlando, 32827, USA",$$$$ · Japanese,28.37608,-81.281434
Palma,"240 N.W. 8th Ave., Miami, 33128, USA",$$$$ · Contemporary,25.776419,-80.207984
Predalina,"1001 E. Cumberland Ave., Tampa, 33602, USA",$$$ · Mediterranean Cuisine,27.944872,-82.450079
The Pearl,"823 Water St., Tampa, 33602, USA",$$ · American,27.943312,-82.450132
Michael's Genuine,"130 N.E. 40th St., Miami, 33137, USA","$$$ · Contemporary, American",25.813275,-80.19269
Prato,"124 N. Park Ave., Winter Park, 32789, USA","$$ · Italian, Pizza",28.59821,-81.350942
Coro,"3022 Corrine Dr., Orlando, 32803, USA",$$$ · Contemporary,28.567527,-81.345243
Papa Llama,"2840 Curry Ford Rd., Orlando, 32806, USA","$$$$ · Peruvian, Contemporary",28.523371,-81.34641
Zaru,"1114 E. Colonial Dr., Orlando, 32803, USA","$$ · Japanese, Udon",28.552878,-81.364892
Camille,"4962 New Broad St., Orlando, 32814, USA","$$$$ · Vietnamese, French",28.56827,-81.326
Ebbe,"1202 N. Franklin St., Tampa, 33602, USA",$$$$ · Contemporary,27.953604,-82.460436
Gorkhali Kitchen,"10044 Cross Creek Blvd., Tampa, 33647, USA","$$ · Nepali, Indian",28.14316,-82.326528
Noble Rice,"615 Channelside Dr., Ste. 112, Tampa, 33602, USA",$$$$ · Japanese,27.943381,-82.446963
Ossobuco,"62 N.W. 27th St., Miami, 33127, USA","$$$ · Contemporary, Steakhouse",25.802228,-80.196335
Heritage,"903 N.E. 5th Ave., Fort Lauderdale, 33304, USA",$$ · Pizza,26.135225,-80.139198
Ogawa,"7223 N.W. 2nd Ave., Miami, 33150, USA","$$$$ · Japanese, Sushi",25.841401,-80.200663
Norigami,"426 W. Plant St., Winter Garden, 34787, USA","$$$ · Japanese, Sushi",28.564054,-81.590793
Otto's High Dive,"2304 E. Robinson St., Orlando, 32803, USA","$$ · Cuban, American",28.545809,-81.352622
Juju,"700 Maguire Blvd., Orlando, 32803, USA",$$$$ · Japanese,28.55396,-81.344945
Twenty Pho Hour,"11951 International Dr., Unit B2, Orlando, 32821, USA",$$ · Asian,28.390342,-81.467815
The Gibson Room,"2224 S.W. 22nd St., Miami, 33145, USA",$$$ · American,25.750375,-80.230714
Torno Subito,"200 E. Flagler St., Miami, 33131, USA","$$$$ · Italian, Contemporary",25.774114,-80.189903
Edoboy,"728 N. Thornton Ave., Orlando, 32803, USA",$$$ · Sushi,28.55427,-81.36593
Hiden,"313 N.W. 25th St., Miami, 33127, USA","$$$$ · Japanese, Sushi",25.800834,-80.201375
Zitz Sum,"396 Alhambra Cir., Ste. 155, Coral Gables, 33134, USA","$$ · Asian, Fusion",25.751285,-80.262256
Ravello,"10100 Dream Tree Blvd., Orlando, 32836, USA",$$$ · Italian,28.402047,-81.545661
Cítricos,"4401 Floridian Way, Orlando, 32830, USA","$$$$ · American, Regional Cuisine",28.410949,-81.588028
El Turco,"184 N.E. 50th Terr., Miami, 33137, USA",$$ · Mediterranean Cuisine,25.822059,-80.192985
Tinta y Cafe,"1315 Ponce De Leon Blvd., Coral Gables, 33134, USA","$ · Cuban, Regional Cuisine",25.75919,-80.2585
Koya,"807 W. Platt St., Tampa, 33606, USA","$$$$ · Japanese, Contemporary",27.94183,-82.468181
Shin Jung,"1638 E. Colonial Dr., Orlando, 32803, USA",$$ · Korean,28.552915,-81.3587
Sear + Sea,"14900 Chelonia Pkwy., Orlando, 32821, USA",$$$$ · Steakhouse,28.358192,-81.526325
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
La Natural,"7289 N.W. 2nd Ave., Miami, 33150, USA",$$ · Pizza,25.842075,-80.200497
Hiyakawa Miami,"2700 N. Miami Ave., #5, Miami, 33127, USA","$$$ · Japanese, Sushi",,
Sanguich De Miami,"2057 S.W. 8th St., Miami, 33135, USA",$$ · Cuban,25.765594,-80.228654
Estiatorio Milos,"730 1st St., Miami Beach, 33139, USA",$$$ · Greek,25.769689,-80.135728
UniGirl,"1110 E. Colonial Dr., Orlando, 32803, USA","$ · Japanese, Onigiri",28.552882,-81.365166
Fortu,"97 Central Ave., St. Petersburg, 33701, USA",$$$ · Asian,27.771361,-82.633789
Palm Beach Meats,"4812 S. Dixie Hwy., West Palm Beach, 33405, USA",$$ · American,26.66936,-80.055
Kojin 2.0,"804 Ponce de Leon, Coral Gables, 33134, USA","$$$ · Contemporary, Japanese",25.764205,-80.259492
ViceVersa,"398 N.E. 5th St., Miami, 33132, USA",$$$ · Pizza,25.778798,-80.189246
Rooster and the Till,"6500 N. Florida Ave., Tampa, 33604, USA",$$ · International,28.00691,-82.459677
Bistro BT,"4267 Henderson Blvd., Tampa, 33629, USA","$$ · Fusion, Vietnamese",27.925548,-82.515839
būccan,"350 S. County Rd., Palm Beach, 33480, USA","$$$ · American, Contemporary",26.703009,-80.03694
Taste of Chengdu,"4856 New Broad St., Orlando, 32814, USA","$$ · Chinese, Sichuan",28.567229,-81.326578
Zak The Baker,"295 N.W. 26th St., Miami, 33127, USA","$ · Bakery, American",25.801615,-80.200884
